FY18/19 - CONDOMINIUM COMPARABLE PROPERTIES as of 01/05/2018  prepared on 02/01/2018,,,,,,,,,,,,,,,COMPARABLE RENTAL - 1,,,,,,,,,,,,,,,COMPARABLE RENTAL - 2,,,,,,,,,,,,,,,COMPARABLE RENTAL - 3,,,,,,,,,,,,,,
Boro-Block-Lot,Condominium,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance from Condo in miles
1-01847-7503,2185-R1,2101 FREDERICK DOUGLASS BLVD.,MANHATTAN VALLEY,R4  -ELEVATOR,28,2008,"25,211","715,236",28.37,"225,386",8.94,"489,850","3,844,004",152.47,1-01847-0042,312 MANHATTAN AVENUE,MANHATTAN VALLEY,D1  -ELEVATOR,59,1920,"44,622","1,182,483",26.5,"342,251",7.67,"840,232","4,753,000",106.52,0,1-01848-0031,346 MANHATTAN AVENUE,MANHATTAN VALLEY,D1  -ELEVATOR,49,1927,"47,730","1,454,333",30.47,"441,980",9.26,"1,012,353","8,855,000",185.52,0.05,1-01846-0052,306 WEST 112 STREET,MANHATTAN VALLEY,D1  -ELEVATOR,28,1915,"26,670","756,628",28.37,"238,430",8.94,"518,198","2,010,000",75.37,0.1
1-00283-7503,2186-R1,136 EAST BROADWAY,LOWER EAST SIDE,R4  -ELEVATOR,23,2008,"21,746","1,023,149",47.05,"186,798",8.59,"836,351","6,732,000",309.57,1-00274-0014,75 MONROE STREET,LOWER EAST SIDE,D3  -ELEVATOR,24,1900,"10,785","491,796",45.6,"79,162",7.34,"412,634","2,279,000",211.31,0.18,1-00354-0020,153 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,50,1912,"22,500","1,058,625",47.05,"193,275",8.59,"865,350","6,788,000",301.69,0.48,1-00343-0067,53 PITT STREET,LOWER EAST SIDE,D1  -ELEVATOR,14,1900,"14,938","729,721",48.85,"162,227",10.86,"567,494","3,527,000",236.11,0.49
1-00723-7502,2189-R1,401 WEST 25 STREET,CHELSEA,RR  -CONRENT,168,2011,"146,762","6,751,052",46,"2,524,306",17.2,"4,226,746","34,021,000",231.81,1-00722-0048,412 WEST 25 STREET,CHELSEA,D1  -ELEVATOR,35,1910,"19,500","897,000",46,"335,400",17.2,"561,600","5,736,000",294.15,0.05,1-00722-0026,415 WEST 24 STREET,CHELSEA,D1  -ELEVATOR,65,1926,"42,204","1,888,207",44.74,"447,362",10.6,"1,440,845","9,955,000",235.88,0.05,1-00719-0020,433 WEST 21 STREET,CHELSEA,D1  -ELEVATOR,69,1930,"63,956","3,090,993",48.33,"842,301",13.17,"2,248,692","14,716,000",230.1,0.2
1-01615-7501,2190-R1,1280 5 AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,113,2008,"170,101","8,668,347",50.96,"2,514,093",14.78,"6,154,254","49,537,004",291.22,1-01567-0035,432 EAST 88 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,45,1973,"24,572","1,277,744",52,"415,021",16.89,"862,723","6,943,000",282.56,1.29,1-01410-0033,177 EAST 75 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,103,1962,"186,802","9,323,288",49.91,"3,978,883",21.3,"5,344,405","43,011,000",230.25,1.74, , , , , , , , , , , , , , , 
1-00353-7503,2194-R1,115 NORFOLK STREET,LOWER EAST SIDE,R4  -ELEVATOR,24,2008,"28,144","1,289,277",45.81,"278,344",9.89,"1,010,933","8,136,999",289.12,1-00354-0020,153 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,50,1912,"22,500","1,030,725",45.81,"222,525",9.89,"808,200","6,788,000",301.69,0.08,1-00343-0067,53 PITT STREET,LOWER EAST SIDE,D1  -ELEVATOR,14,1900,"14,938","711,198",47.61,"181,795",12.17,"529,403","3,527,000",236.11,0.23,1-00309-0022,51 LUDLOW STREET,LOWER EAST SIDE,D3  -ELEVATOR,35,2000,"26,300","1,133,004",43.08,"318,230",12.1,"814,774","9,179,000",349.01,0.25
1-00236-7502,2195-R1,145 MULBERRY STREET,CHINATOWN,RR  -CONRENT,25,1915,"26,906","875,521",32.54,"331,482",12.32,"544,039","4,330,000",160.93,1-00479-0033,147 ELIZABETH STREET,LITTLE ITALY,D9  -ELEVATOR,22,1900,"9,293","292,915",31.52,"114,211",12.29,"178,704","1,438,000",154.74,0.17,1-00444-0031,84 EAST 3 STREET,EAST VILLAGE,D1  -ELEVATOR,24,1920,"10,500","369,915",35.23,"150,675",14.35,"219,240","1,765,000",168.1,0.62,1-00520-0051,37 KING STREET,SOHO,D9  -ELEVATOR,40,1937,"20,035","651,939",32.54,"296,318",14.79,"355,621","2,863,000",142.9,0.71
1-01511-7502,2196-R1,167 EAST 82 STREET,UPPER EAST SIDE (79-96),R4  -ELEVATOR,40,1929,"64,523","2,511,880",38.93,"1,127,217",17.47,"1,384,663","11,144,996",172.73,1-01517-0001,1085 PARK AVENUE,UPPER EAST SIDE (79-96),D6  -ELEVATOR,46,1926,"127,395","4,998,980",39.24,"1,916,021",15.04,"3,082,959","42,329,000",332.27,0.31,1-01492-0036,920 PARK AVENUE,UPPER EAST SIDE (79-96),D9  -ELEVATOR,72,1962,"155,544","5,913,783",38.02,"2,410,932",15.5,"3,502,851","37,340,000",240.06,0.22,1-01582-0031,544 EAST 86 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,32,1929,"74,396","2,896,236",38.93,"1,299,698",17.47,"1,596,538","19,501,000",262.12,0.55
1-01063-7503,2200-R1,800 10 AVENUE,CLINTON,R4  -ELEVATOR,95,2008,"125,313","7,447,352",59.43,"1,981,199",15.81,"5,466,153","43,997,998",351.1,1-01062-0019,410 WEST 53 STREET,CLINTON,D1  -ELEVATOR,220,1987,"166,518","10,021,053",60.18,"3,378,650",20.29,"6,642,403","53,471,000",321.11,0.05,1-01066-0029,863 9 AVENUE,CLINTON,D7  -ELEVATOR,100,1963,"71,532","4,197,498",58.68,"809,027",11.31,"3,388,471","27,275,000",381.3,0.15, , , , , , , , , , , , , , , 
1-00928-7504,2204-R1,300 EAST 23 STREET,KIPS BAY,R4  -ELEVATOR,98,2008,"134,162","7,772,005",57.93,"2,113,052",15.75,"5,658,953","45,548,998",339.51,1-00991-0061,40 WATERSIDE PLAZA,KIPS BAY,D3  -ELEVATOR,375,1973,"385,786","19,281,584",49.98,"5,551,461",14.39,"13,730,123","68,126,000",176.59,0.4,1-00928-0040,320 EAST 23 STREET,KIPS BAY,D6  -ELEVATOR,213,1965,"153,800","8,909,634",57.93,"2,422,350",15.75,"6,487,284","41,678,000",270.99,0,1-00919-0042,224 EAST 39 STREET,MURRAY HILL,D8  -ELEVATOR,193,1971,"168,555","9,998,683",59.32,"2,661,483",15.79,"7,337,200","54,146,000",321.24,0.8
1-01851-7501,2207-R1,750 COLUMBUS AVENUE,UPPER WEST SIDE (96-116),RR  -CONRENT,207,1988,"276,305","11,353,372",41.09,"3,708,013",13.42,"7,645,359","61,537,000",222.71,1-01852-0012,107 WEST 97 STREET,UPPER WEST SIDE (96-116),D3  -ELEVATOR,287,1950,"257,760","10,624,867",41.22,"3,611,218",14.01,"7,013,649","31,393,000",121.79,0.1,1-01852-0020,790 COLUMBUS AVENUE,UPPER WEST SIDE (96-116),D3  -ELEVATOR,287,1963,"257,760","10,560,427",40.97,"3,670,502",14.24,"6,889,925","31,682,000",122.91,0.1,1-01852-0031,120 WEST 100 STREET,UPPER WEST SIDE (96-116),D3  -ELEVATOR,287,1958,"257,760","10,591,358",41.09,"3,459,139",13.42,"7,132,219","34,036,000",132.05,0.1
1-00876-7503,2209-R1,36 GRAMERCY PARK EAST,GRAMERCY,R4  -ELEVATOR,50,1909,"61,406","2,954,243",48.11,"720,292",11.73,"2,233,951","17,981,001",292.82,1-00875-0060,21 GRAMERCY PARK SOUTH,GRAMERCY,D3  -ELEVATOR,23,1910,"12,948","622,281",48.06,"159,260",12.3,"463,021","3,795,000",293.1,0.05,1-00874-0061,76 IRVING PLACE,GRAMERCY,D1  -ELEVATOR,22,1910,"12,492","600,990",48.11,"146,531",11.73,"454,459","2,558,000",204.77,0.1,1-00901-0021,237 EAST 20 STREET,GRAMERCY,D3  -ELEVATOR,72,1929,"74,120","3,677,834",49.62,"958,372",12.93,"2,719,462","13,001,000",175.4,0.1
1-01753-7504,2216-R1,51 EAST 128 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,13,2008,"13,879","512,829",36.95,"169,185",12.19,"343,644","2,754,002",198.43,1-01437-0017,341 EAST 62 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,17,1910,"11,900","439,705",36.95,"170,289",14.31,"269,416","3,593,000",301.93,3.35,1-01439-0042,320 EAST 65 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,71,1930,"58,325","2,166,774",37.15,"939,033",16.1,"1,227,741","16,292,000",279.33,3.25,1-01460-0039,420 EAST 66 STREET,UPPER EAST SIDE (59-79),D9  -ELEVATOR,40,1910,"19,370","677,563",34.98,"252,004",13.01,"425,559","6,731,000",347.5,3.22
1-00469-7505,2222-R1,123 3 AVENUE,EAST VILLAGE,R4  -ELEVATOR,47,2009,"60,555","3,280,264",54.17,"1,075,457",17.76,"2,204,807","17,746,000",293.06,1-00469-0049,229 EAST 13 STREET,EAST VILLAGE,D3  -ELEVATOR,28,2008,"30,400","1,761,376",57.94,"511,632",16.83,"1,249,744","8,319,000",273.65,0,1-00468-0013,208 EAST 13 STREET,EAST VILLAGE,D5  -ELEVATOR,13,1930,"14,022","746,111",53.21,"260,529",18.58,"485,582","4,175,000",297.75,0.05,1-00468-0035,205 2 AVENUE,EAST VILLAGE,D1  -ELEVATOR,19,1950,"10,008","542,133",54.17,"177,742",17.76,"364,391","2,697,000",269.48,0.05
1-01785-7502,2223-R1,2205 3 AVENUE,HARLEM-EAST,RR  -CONRENT,64,2008,"35,564","1,263,233",35.52,"543,774",15.29,"719,459","5,754,000",161.79,1-01667-0042,210 EAST 118 STREET,HARLEM-EAST,D1  -ELEVATOR,27,2003,"29,280","1,071,941",36.61,"464,381",15.86,"607,560","2,899,000",99.01,0.15,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9  -ELEVATOR,42,1920,"40,577","1,438,049",35.44,"644,363",15.88,"793,686","5,484,000",135.15,0.15,1-01767-0047,166 EAST 119 STREET,HARLEM-CENTRAL,D9  -ELEVATOR,24,1920,"26,400","937,728",35.52,"403,656",15.29,"534,072","3,138,000",118.86,0.15
1-01745-7503,2224-R1,1820 MADISON AVENUE,HARLEM-CENTRAL,R9  -CONDOPS,27,2009,"40,450","1,094,982",27.07,"523,423",12.94,"571,559","4,457,000",110.19,1-01767-0011,125 EAST 118 STREET,HARLEM-CENTRAL,D9  -ELEVATOR,24,1920,"20,730","555,357",26.79,"248,138",11.97,"307,219","3,132,000",151.09,0.2,1-01767-0022,149 EAST 118 STREET,HARLEM-CENTRAL,D9  -ELEVATOR,42,1920,"40,577","1,098,419",27.07,"525,066",12.94,"573,353","5,484,000",135.15,0.29,1-01767-0047,166 EAST 119 STREET,HARLEM-CENTRAL,D9  -ELEVATOR,24,1920,"26,400","716,496",27.14,"326,040",12.35,"390,456","3,138,000",118.86,0.29
1-01929-7504,2225-R1,2300 FREDERICK DOUGLASS BLVD.,HARLEM-CENTRAL,R4  -ELEVATOR,44,2008,"55,379","1,540,090",27.81,"381,008",6.88,"1,159,082","9,074,000",163.85,1-01926-0029,2006 ADAM C POWELL BOULEVARD,HARLEM-CENTRAL,D1  -ELEVATOR,70,1900,"58,037","1,670,885",28.79,"420,188",7.24,"1,250,697","3,590,000",61.86,0.15,1-01949-0047,540 MANHATTAN AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,77,1912,"60,768","1,689,958",27.81,"418,084",6.88,"1,271,874","4,073,000",67.03,0.16,1-01945-0001,40 MORNINGSIDE AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,41,1920,"57,148","1,587,571",27.78,"370,891",6.49,"1,216,680","2,886,000",50.5,0.33
1-01051-7502,2230-R1,450 WEST 42 STREET,CLINTON,RR  -CONRENT,774,2008,"780,311","42,503,540",54.47,"13,600,821",17.43,"28,902,719","232,635,998",298.13,1-01028-0017,1752 BROADWAY,MIDTOWN WEST,D6  -ELEVATOR,406,1979,"311,689","15,793,282",50.67,"4,581,828",14.7,"11,211,454","90,262,000",289.59,0.84,1-01048-0020,315 WEST 57 STREET,MIDTOWN WEST,D6  -ELEVATOR,322,1965,"396,834","21,615,548",54.47,"6,916,817",17.43,"14,698,731","118,317,000",298.15,0.82,1-01274-0006,41 WEST 58 STREET,MIDTOWN WEST,D6  -ELEVATOR,325,1948,"269,346","16,475,895",61.17,"5,745,150",21.33,"10,730,745","86,353,000",320.6,1.08
1-01051-7502,2230-R2,450 WEST 42 STREET,CLINTON,R4  -ELEVATOR,40,2008,"37,818","2,059,190",54.45,"437,932",11.58,"1,621,258","13,049,001",345.05,1-01053-0018,433 WEST 43 STREET,CLINTON,D3  -ELEVATOR,34,1900,"26,009","1,416,190",54.45,"301,184",11.58,"1,115,006","7,814,000",300.43,0.1,1-01053-0044,414 WEST 44 STREET,CLINTON,D1  -ELEVATOR,52,1930,"33,250","1,796,498",54.03,"470,155",14.14,"1,326,343","6,768,000",203.55,0.1,1-01053-0037,404 WEST 44 STREET,CLINTON,D1  -ELEVATOR,35,1901,"20,682","1,133,580",54.81,"226,675",10.96,"906,905","7,336,000",354.7,0.1
1-01987-7501,2232-R1,525 WEST 133 STREET,HARLEM-WEST,R4  -ELEVATOR,34,2008,"27,897","845,279",30.3,"319,142",11.44,"526,137","4,155,010",148.94,1-02001-0055,626 WEST 135 STREET,HARLEM-WEST,D1  -ELEVATOR,31,1926,"29,860","904,758",30.3,"341,598",11.44,"563,160","1,922,000",64.37,0.17,1-02001-0058,634 WEST 135 STREET,HARLEM-WEST,D1  -ELEVATOR,39,1926,"37,506","1,168,312",31.15,"471,075",12.56,"697,237","2,393,000",63.8,0.17,1-02002-0011,629 WEST 135 STREET,HARLEM-WEST,D1  -ELEVATOR,30,1930,"34,074","967,702",28.4,"385,036",11.3,"582,666","2,081,000",61.07,0.19
1-01844-7501,2234-R1,478 CENTRAL PARK WEST,MANHATTAN VALLEY,R4  -ELEVATOR,50,1910,"65,314","2,389,839",36.59,"986,241",15.1,"1,403,598","11,261,002",172.41,1-01844-0027,3 WEST 108 STREET,MANHATTAN VALLEY,D1  -ELEVATOR,24,1905,"22,584","766,727",33.95,"339,889",15.05,"426,838","2,875,000",127.3,0,1-01843-0022,15 WEST 107 STREET,MANHATTAN VALLEY,D1  -ELEVATOR,30,1905,"31,818","1,232,629",38.74,"469,952",14.77,"762,677","4,807,000",151.08,0.05,1-01843-0044,18 WEST 108 STREET,MANHATTAN VALLEY,D5  -ELEVATOR,24,1900,"18,783","687,270",36.59,"283,623",15.1,"403,647","5,728,000",304.96,0.05
1-01399-7502,2237-R1,132A EAST 65 STREET,UPPER EAST SIDE (59-79),R4  -ELEVATOR,22,2011,"62,497","3,422,336",54.76,"1,152,445",18.44,"2,269,891","18,270,000",292.33,1-01439-0042,320 EAST 65 STREET,UPPER EAST SIDE (59-79),D3  -ELEVATOR,71,1930,"58,325","2,891,754",49.58,"867,293",14.87,"2,024,461","16,292,000",279.33,0.25,1-01424-0029,226 EAST 70 STREET,UPPER EAST SIDE (59-79),D1  -ELEVATOR,52,1921,"41,898","2,511,366",59.94,"922,175",22.01,"1,589,191","12,794,000",305.36,0.27, , , , , , , , , , , , , , , 
1-00452-7501,2238-R1,239 EAST 10 STREET,EAST VILLAGE,R2  -WALK-UP,12,1987,"9,491","470,279",49.55,"194,281",20.47,"275,998","2,221,000",234.01,1-00452-0043,229 EAST 10 STREET,EAST VILLAGE,C1  -WALK-UP,21,1900,"9,270","429,757",46.36,"168,714",18.2,"261,043","2,805,000",302.59,0,1-00452-0053,209 EAST 10 STREET,EAST VILLAGE,C1  -WALK-UP,15,1920,"9,200","473,708",51.49,"185,840",20.2,"287,868","2,701,000",293.59,0,1-00452-0051,213 EAST 10 STREET,EAST VILLAGE,C4  -WALK-UP,20,1900,"8,940","442,977",49.55,"183,002",20.47,"259,975","2,405,000",269.02,0
1-01325-7504,2240-R1,214 EAST 52 STREET,MIDTOWN EAST,R4  -ELEVATOR,21,1900,"17,216","865,448",50.27,"244,984",14.23,"620,464","4,994,000",290.08,1-01324-0042,214 EAST 51 STREET,MIDTOWN EAST,D1  -ELEVATOR,65,1927,"28,458","1,437,414",50.51,"414,633",14.57,"1,022,781","9,209,000",323.6,0.05,1-01343-0005,307 EAST 50 STREET,MIDTOWN EAST,D3  -ELEVATOR,111,1962,"71,137","3,499,940",49.2,"1,025,796",14.42,"2,474,144","14,848,000",208.72,0.15,1-01342-0045,320 EAST 50 STREET,MIDTOWN EAST,D1  -ELEVATOR,36,1960,"23,442","1,178,429",50.27,"333,580",14.23,"844,849","5,857,000",249.85,0.17
1-01681-7503,2246-R1,333 EAST 109 STREET,HARLEM-EAST,R4  -ELEVATOR,35,2007,"33,892","1,329,583",39.23,"366,034",10.8,"963,549","7,743,000",228.46,1-01680-0011,315 EAST 108 STREET,HARLEM-EAST,D1  -ELEVATOR,48,1920,"22,596","886,441",39.23,"244,037",10.8,"642,404","4,903,000",216.99,0.05,1-01680-0019,331 EAST 108 STREET,HARLEM-EAST,D1  -ELEVATOR,29,1900,"22,596","867,234",38.38,"237,710",10.52,"629,524","3,168,000",140.2,0.05,1-01655-0015,235 EAST 105 STREET,HARLEM-EAST,D3  -ELEVATOR,48,2002,"52,520","2,076,641",39.54,"643,895",12.26,"1,432,746","4,413,000",84.03,0.25
1-00879-7503,2247-R1,148 EAST 24 STREET,GRAMERCY,R4  -ELEVATOR,55,2009,"44,477","2,419,994",54.41,"507,038",11.4,"1,912,956","15,396,999",346.18,1-00878-0028,145 EAST 22 STREET,GRAMERCY,D1  -ELEVATOR,48,1940,"32,610","1,755,396",53.83,"359,362",11.02,"1,396,034","7,576,000",232.32,0.05,1-00879-0070,124 EAST 24 STREET,GRAMERCY,D1  -ELEVATOR,60,1939,"40,266","2,210,201",54.89,"514,599",12.78,"1,695,602","9,708,000",241.1,0.09,1-00905-0045,226 EAST 25 STREET,GRAMERCY,D5  -ELEVATOR,24,1910,"16,841","916,319",54.41,"191,987",11.4,"724,332","5,841,000",346.83,0.13
1-00498-7502,2249-R1,543 BROADWAY,SOHO,R9  -CONDOPS,18,1903,"46,519","2,131,035",45.81,"767,098",16.49,"1,363,937","10,978,000",235.99,1-00503-0011,117 SULLIVAN STREET,SOHO,C4  -WALK-UP,22,1900,"10,210","471,498",46.18,"132,526",12.98,"338,972","3,805,000",372.67,0.23,1-00495-0028,245 MULBERRY STREET,LITTLE ITALY,C1  -WALK-UP,20,1900,"9,650","442,067",45.81,"170,805",17.7,"271,262","3,619,000",375.03,0.14,1-00489-0007,67 SULLIVAN STREET,SOHO,C1  -WALK-UP,12,1900,"9,110","397,743",43.66,"140,112",15.38,"257,631","1,364,000",149.73,0.25
1-00874-7504,2252-R1,220 3 AVENUE,GRAMERCY,R4  -ELEVATOR,16,1901,"16,208","908,134",56.03,"181,368",11.19,"726,766","5,850,000",360.93,1-00874-0061,76 IRVING PLACE,GRAMERCY,D1  -ELEVATOR,22,1910,"12,492","665,574",53.28,"110,055",8.81,"555,519","2,558,000",204.77,0,1-00874-0021,70 IRVING PLACE,GRAMERCY,D1  -ELEVATOR,35,1949,"21,840","1,352,333",61.92,"259,022",11.86,"1,093,311","5,203,000",238.23,0,1-00873-0027,133 EAST 17 STREET,GRAMERCY,D8  -ELEVATOR,21,1925,"9,015","505,110",56.03,"100,878",11.19,"404,232","3,614,000",400.89,0.05
1-01060-7502,2254-R1,425 WEST 50 STREET,CLINTON,R4  -ELEVATOR,51,1930,"94,971","4,856,817",51.14,"1,408,420",14.83,"3,448,397","27,755,001",292.25,1-01036-0010,341 WEST 45 STREET,MIDTOWN WEST,D3  -ELEVATOR,90,1939,"42,396","2,701,049",63.71,"832,233",19.63,"1,868,816","15,040,000",354.75,0.3,1-01035-0005,353 WEST 44 STREET,MIDTOWN WEST,D1  -ELEVATOR,28,1959,"12,864","657,865",51.14,"268,600",20.88,"389,265","3,133,000",243.55,0.34,1-01011-0025,117 WEST 58 STREET,MIDTOWN WEST,D6  -ELEVATOR,102,1900,"66,173","3,363,574",50.83,"1,003,844",15.17,"2,359,730","18,994,000",287.04,0.65
1-02069-7501,2259-R1,400 WEST 155 STREET,HARLEM-UPPER,RR  -CONRENT,124,2014,"142,510","2,399,868",16.84,"1,205,635",8.46,"1,194,233","8,497,000",59.62,1-02068-0074,458 WEST 155 STREET,HARLEM-UPPER,D3  -ELEVATOR,98,1988,"66,216","1,115,077",16.84,"560,187",8.46,"554,890","7,029,000",106.15,0.09,1-02065-0001,1821 AMSTERDAM AVENUE,HARLEM-UPPER,D3  -ELEVATOR,132,1984,"145,691","2,284,435",15.68,"1,137,847",7.81,"1,146,588","9,181,000",63.02,0.19,1-02045-0102,148 BRADHURST AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,30,1930,"13,488","248,988",18.46,"140,275",10.4,"108,713","1,129,000",83.7,0.28
1-01889-7502,2260-R1,845 WEST END AVENUE,UPPER WEST SIDE (96-116),R4  -ELEVATOR,88,1926,"200,981","7,446,346",37.05,"2,751,430",13.69,"4,694,916","37,704,006",187.6,1-00055-0014,71 WEST STREET,FINANCIAL,D8  -ELEVATOR,207,1926,"258,071","9,561,531",37.05,"3,473,636",13.46,"6,087,895","48,889,000",189.44,6.59,1-00025-0019,25 BROAD STREET,FINANCIAL,D9  -ELEVATOR,311,1900,"518,034","19,809,620",38.24,"4,822,897",9.31,"14,986,723","120,515,000",232.64,6.73,1-00078-0001,135 WILLIAM STREET,FINANCIAL,D7  -ELEVATOR,33,1905,"76,988","2,810,062",36.5,"879,203",11.42,"1,930,859","15,493,000",201.24,6.44
1-00740-7501,2267-R1,127 8 AVENUE,CHELSEA,R9  -CONDOPS,53,2008,"55,371","3,250,278",58.7,"625,692",11.3,"2,624,586","21,125,000",381.52,1-00738-0019,329 WEST 14 STREET,CHELSEA,D1  -ELEVATOR,19,1900,"7,812","420,911",53.88,"79,995",10.24,"340,916","3,289,000",421.02,0.1,1-00738-0015,335 WEST 14 STREET,CHELSEA,D1  -ELEVATOR,28,1900,"28,321","1,687,365",59.58,"295,954",10.45,"1,391,411","6,957,000",245.65,0.1,1-00766-0071,248 WEST 17 STREET,CHELSEA,D1  -ELEVATOR,48,1920,"25,362","1,488,749",58.7,"286,591",11.3,"1,202,158","6,373,000",251.28,0.17
1-01823-7503,2268-R1,111 WEST 113 STREET,HARLEM-CENTRAL,R4  -ELEVATOR,12,2008,"9,375","417,469",44.53,"82,781",8.83,"334,688","2,694,000",287.36,1-01821-0055,132 WEST 112 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,30,2004,"35,987","1,602,501",44.53,"317,765",8.83,"1,284,736","5,962,000",165.67,0.12,1-01820-0058,150 WEST 111 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,18,2006,"17,820","795,663",44.65,"189,248",10.62,"606,415","2,023,000",113.52,0.16,1-01829-0015,247 WEST 113 STREET,HARLEM-CENTRAL,D1  -ELEVATOR,25,1920,"21,756","948,997",43.62,"261,072",12,"687,925","1,610,000",74,0.21
1-01167-7502,2269-R1,2148 BROADWAY,UPPER WEST SIDE (59-79),R4  -ELEVATOR,69,2009,"226,281","11,221,275",49.59,"3,577,503",15.81,"7,643,772","61,524,001",271.89,1-01126-0029,135 CENTRAL PARK WEST,UPPER WEST SIDE (59-79),D3  -ELEVATOR,64,1906,"217,281","10,514,228",48.39,"3,654,666",16.82,"6,859,562","79,730,000",366.94,0.3,1-01199-0029,251 CENTRAL PARK WEST,UPPER WEST SIDE (79-96),D3  -ELEVATOR,68,1925,"128,194","6,357,140",49.59,"2,026,747",15.81,"4,330,393","27,826,000",217.06,0.58,1-01249-0036,575 WEST END AVENUE,UPPER WEST SIDE (79-96),D3  -ELEVATOR,54,1915,"104,942","5,233,458",49.87,"1,852,226",17.65,"3,381,232","23,847,000",227.24,0.65
1-01955-7502,2270-R1,362 ST. NICHOLAS AVENUE,HARLEM-CENTRAL,R4  -ELEVATOR,22,2008,"25,512","700,049",27.44,"305,124",11.96,"394,925","3,087,004",121,1-01969-0029,419 WEST 129 STREET,HARLEM-WEST,D1  -ELEVATOR,48,1920,"61,602","1,671,878",27.14,"709,655",11.52,"962,223","2,425,000",39.37,0.15,1-01949-0047,540 MANHATTAN AVENUE,HARLEM-CENTRAL,D1  -ELEVATOR,77,1912,"60,768","1,667,474",27.44,"726,785",11.96,"940,689","4,073,000",67.03,0.31,1-01926-0029,2006 ADAM C POWELL BOULEVARD,HARLEM-CENTRAL,D1  -ELEVATOR,70,1900,"58,037","1,649,412",28.42,"715,016",12.32,"934,396","3,590,000",61.86,0.42
1-01607-7502,2278-R1,1212 5 AVENUE,UPPER EAST SIDE (96-110),R4  -ELEVATOR,54,1925,"121,245","6,526,618",53.83,"2,289,106",18.88,"4,237,512","34,106,999",281.31,1-01567-0035,432 EAST 88 STREET,UPPER EAST SIDE (79-96),D3  -ELEVATOR,45,1973,"24,572","1,277,744",52,"415,021",16.89,"862,723","6,943,000",282.56,0.97,1-01429-0103,203 EAST 74 STREET,UPPER EAST SIDE (59-79),D6  -ELEVATOR,26,1973,"16,231","903,417",55.66,"338,741",20.87,"564,676","4,545,000",280.02,1.42, , , , , , , , , , , , , , , 
1-00797-7508,2280-R1,151 WEST 21 STREET,CHELSEA,R4  -ELEVATOR,50,2012,"65,823","3,973,076",60.36,"837,269",12.72,"3,135,807","25,239,999",383.45,1-00797-0074,160 WEST 22 STREET,CHELSEA,D1  -ELEVATOR,51,2000,"41,423","2,500,292",60.36,"526,901",12.72,"1,973,391","14,400,000",347.63,0,1-00770-0051,220 WEST 21 STREET,CHELSEA,D1  -ELEVATOR,35,1920,"25,778","1,546,164",59.98,"342,074",13.27,"1,204,090","6,869,000",266.47,0.18,1-00772-0016,255 WEST 22 STREET,CHELSEA,D9  -ELEVATOR,19,1920,"14,922","940,981",63.06,"228,456",15.31,"712,525","3,369,000",225.77,0.18
1-00309-7502,2281-R1,60 ORCHARD STREET,LOWER EAST SIDE,R4  -ELEVATOR,7,1920,"11,915","570,014",47.84,"104,614",8.78,"465,400","3,745,999",314.39,1-00354-0020,153 NORFOLK STREET,LOWER EAST SIDE,D1  -ELEVATOR,50,1912,"22,500","1,076,400",47.84,"197,550",8.78,"878,850","6,788,000",301.69,0.33,1-00274-0014,75 MONROE STREET,LOWER EAST SIDE,D3  -ELEVATOR,24,1900,"10,785","500,316",46.39,"81,319",7.54,"418,997","2,279,000",211.31,0.34,1-00343-0067,53 PITT STREET,LOWER EAST SIDE,D1  -ELEVATOR,14,1900,"14,938","741,522",49.64,"165,065",11.05,"576,457","3,527,000",236.11,0.39
